Beer Name,Ratings,Style Name,Cellar Temperature,Serving Temperature,Score
105544,29,AmericanAmberRedAle,40-45,45-50,3.73
145643,6,Witbier,40-45,45-50,3.46
79156,4,MaibockHellesBock,40-45,45-50,3.69
151606,"1,241",AmericanAmberRedLager,35-40,40-45,3
166006,10,AmericanIPA,40-45,45-50,3.88
121737,6,AmericanAmberRedAle,40-45,45-50,3.69
116183,0,AmericanPaleAle(APA),35-40,40-45,0
161620,0,Hefeweizen,40-45,45-50,0
124194,4,AmericanIPA,40-45,45-50,4.02
110461,3,AmericanPaleAle(APA),35-40,40-45,3.92
77308,126,AmericanIPA,40-45,45-50,3.67
104082,1,BelgianPaleAle,40-45,45-50,3.5
54366,1,AmericanAmberRedAle,40-45,45-50,3.75
77085,15,IrishRedAle,35-40,40-45,3.66
145799,0,AmericanAmberRedAle,40-45,45-50,0
1674,2,AmericanIPA,40-45,45-50,2.9
98289,7,AmericanIPA,40-45,45-50,4.12
142631,163,AmericanPorter,40-45,45-50,4.12
80415,9,FruitVegetableBeer,35-40,40-45,2.45
2942,1,AmericanBrownAle,40-45,45-50,3.95
55539,2,AmericanAmberRedAle,40-45,45-50,3.9
115708,0,Weizenbock,40-45,45-50,0
15541,1,Quadrupel(Quad),45-50,50-55,3.75
131199,4,MrzenOktoberfest,40-45,45-50,4.1
26945,8,AmericanAmberRedAle,40-45,45-50,4.02
83591,0,Kristalweizen,40-45,45-50,0
154957,"3,086",Tripel,45-50,45-50,3.81
97553,9,Witbier,40-45,45-50,3.35
142545,4,AmericanPaleAle(APA),35-40,40-45,3.34
76254,1,AmericanIPA,40-45,45-50,4.08
160565,2,ChileBeer,35-40,40-45,3.12
147278,3,AmericanPorter,40-45,45-50,3.56
142961,1,AmericanStout,40-45,45-50,3.77
75447,1,PumpkinAle,40-45,45-50,3.19
164308,22,AmericanStout,40-45,45-50,4.3
115803,4,CzechPilsener,35-40,40-45,3.69
98281,2,BelgianPaleAle,40-45,45-50,3.64
3156,6,MaibockHellesBock,40-45,45-50,3.49
116528,24,AmericanPorter,40-45,45-50,3.98
142817,8,IrishDryStout,40-45,45-50,4.13
126413,461,PumpkinAle,40-45,45-50,4.05
35007,1,AmericanIPA,40-45,45-50,4.5
153007,2,AmericanPorter,40-45,45-50,3.99
25763,0,BerlinerWeissbier,40-45,45-50,0
10318,0,SaisonFarmhouseAle,45-50,45-50,0
65142,3,ChileBeer,35-40,40-45,4.19
58589,8,AmericanDoubleImperialIPA,45-50,50-55,3.28
65580,1,AmericanAmberRedAle,40-45,45-50,3.72
17387,0,AmericanBrownAle,40-45,45-50,0
52091,1,AmericanIPA,40-45,45-50,4.1
110489,1,AmericanPaleAle(APA),35-40,40-45,3.14
32252,313,FruitVegetableBeer,35-40,40-45,3.16
118445,0,Weizenbock,40-45,45-50,0
155567,3,Doppelbock,40-45,45-50,3.87
164965,1,Witbier,40-45,45-50,3
12481,10,AmericanIPA,40-45,45-50,3.7
138234,0,AmericanPaleAle(APA),35-40,40-45,0
104457,20,Klsch,35-40,40-45,3.41
131452,7,AmericanIPA,40-45,45-50,3.76
106615,13,MrzenOktoberfest,40-45,45-50,4.04
15601,1,BelgianStrongPaleAle,40-45,50-55,4
88554,1,AmericanPaleAle(APA),35-40,40-45,4
74401,1,AmericanIPA,40-45,45-50,3.74
17727,18,AmericanAmberRedAle,40-45,45-50,3.85
133500,8,BelgianIPA,35-40,40-45,4.08
65310,2,Bock,40-45,45-50,3.88
75226,24,Tripel,45-50,45-50,3.78
112710,27,GermanPilsener,35-40,40-45,2.94
130824,1,Rauchbier,40-45,50-55,3.35
125086,66,CzechPilsener,35-40,40-45,3.54
118908,1,AmericanPorter,40-45,45-50,3.93
34388,8,AmericanIPA,40-45,45-50,3.88
97222,0,AmericanPorter,40-45,45-50,0
29525,1,AmericanIPA,40-45,45-50,3.81
123254,12,AmericanStrongAle,45-50,50-55,3.95
137728,2,AmericanAdjunctLager,35-40,35-40,3.47
146728,1,AmericanIPA,40-45,45-50,4.04
134293,15,AmericanIPA,40-45,45-50,3.67
125970,3,Schwarzbier,40-45,45-50,3.72
84327,1,AmericanIPA,40-45,45-50,3.63
149471,1,AmericanPaleLager,35-40,40-45,3.75
122832,1,EuroStrongLager,35-40,40-45,2.83
128116,6,IrishDryStout,40-45,45-50,3.67
132371,34,EnglishIndiaPaleAle(IPA),35-40,40-45,3.96
144089,0,AmericanIPA,40-45,45-50,0
72641,2,AmericanDoubleImperialIPA,45-50,50-55,3.59
103807,3,AmericanIPA,40-45,45-50,3.76
121410,2,CzechPilsener,35-40,40-45,2.7
13599,23,Lambic-Fruit,45-50,45-50,4.24
166924,6,AmericanIPA,40-45,45-50,3.73
7591,4,Hefeweizen,40-45,45-50,3.71
92468,0,BelgianIPA,35-40,40-45,0
2463,2,AmericanIPA,40-45,45-50,3.89
132486,13,AmericanIPA,40-45,45-50,3.71
44646,1,AmericanIPA,40-45,45-50,4.21
69134,1,AmericanIPA,40-45,45-50,4.03
86162,0,AmericanAmberRedLager,35-40,40-45,0
65695,1,Hefeweizen,40-45,45-50,3.9
162941,2,EnglishPaleAle,40-45,45-50,3.91
149092,40,AmericanDoubleImperialIPA,45-50,50-55,3.85
99574,1,AmericanPaleAle(APA),35-40,40-45,4.11
131856,1,AmericanPaleAle(APA),35-40,40-45,3.5
137892,2,EuroPaleLager,35-40,40-45,3.32
128180,2,SaisonFarmhouseAle,45-50,45-50,3.47
104685,1,Gose,40-45,45-50,3.77
5695,405,AmericanAmberRedAle,40-45,45-50,3.61
144244,0,FruitVegetableBeer,35-40,40-45,0
89565,4,AmericanIPA,40-45,45-50,3.91
31445,158,HerbedSpicedBeer,,45-50,3.74
111060,62,SaisonFarmhouseAle,45-50,45-50,3.75
135562,14,AmericanBlondeAle,35-40,40-45,3.67
156472,0,AmericanIPA,40-45,45-50,0
2847,4,SaisonFarmhouseAle,45-50,45-50,3.7
147618,17,SaisonFarmhouseAle,45-50,45-50,3.79
56354,2,Lambic-Fruit,45-50,45-50,3.51
106601,10,MrzenOktoberfest,40-45,45-50,3.69
84939,5,Tripel,45-50,45-50,3.95
24997,1,AmericanPaleAle(APA),35-40,40-45,4
132487,0,AmericanIPA,40-45,45-50,0
159271,3,EnglishBitter,,45-50,3.03
92373,4,AmericanDoubleImperialStout,45-50,50-55,1.33
75690,1,AmericanStout,40-45,45-50,3.78
137542,104,FlandersOudBruin,45-50,45-50,3.45
43068,2,AmericanDoubleImperialStout,45-50,50-55,3.25
54182,59,RyeBeer,40-45,45-50,3.88
114357,3,GermanPilsener,35-40,40-45,3.87
154748,4,BelgianPaleAle,40-45,45-50,3.94
162623,0,Weizenbock,40-45,45-50,0
71268,3,AmericanIPA,40-45,45-50,3.67
111376,4,AmericanPorter,40-45,45-50,3.65
8624,87,AmericanWildAle,40-45,45-50,4.31
53490,3,AmericanPorter,40-45,45-50,3.89
137111,0,SaisonFarmhouseAle,45-50,45-50,0
52888,11,AmericanIPA,40-45,45-50,3.98
6719,1,AmericanAmberRedAle,40-45,45-50,3.75
155995,9,AmericanPaleAle(APA),35-40,40-45,3.64
56784,1,Witbier,40-45,45-50,5
109552,1,AmericanWildAle,40-45,45-50,4.16
126771,0,PumpkinAle,40-45,45-50,0
75460,4,AmericanDoubleImperialIPA,45-50,50-55,4.21
22258,25,Schwarzbier,40-45,45-50,2.94
110372,0,AmericanPaleAle(APA),35-40,40-45,0
81233,6,AmericanAmberRedAle,40-45,45-50,3.03
125513,6,AmericanPorter,40-45,45-50,3.93
128240,5,SaisonFarmhouseAle,45-50,45-50,4.56
83923,58,BelgianPaleAle,40-45,45-50,3.29
129507,1,IrishRedAle,35-40,40-45,3.65
85517,1,IrishRedAle,35-40,40-45,3.6
151626,1,EnglishIndiaPaleAle(IPA),35-40,40-45,3
123958,1,BelgianStrongDarkAle,45-50,45-50,3
49450,4,MaibockHellesBock,40-45,45-50,3.97
141027,1,IrishRedAle,35-40,40-45,3.75
12355,10,AmericanPorter,40-45,45-50,3.65
155465,2,EuroStrongLager,35-40,40-45,3.17
70879,1,AmericanIPA,40-45,45-50,4.25
43255,2,AmericanIPA,40-45,45-50,3.75
133536,4,AmericanIPA,40-45,45-50,2.86
54259,12,EnglishBitter,,45-50,3.78
114275,1,AmericanIPA,40-45,45-50,4.11
26591,26,Bock,40-45,45-50,3.56
146452,18,AmericanIPA,40-45,45-50,4.29
48997,1,BelgianPaleAle,40-45,45-50,3.62
96831,141,AmericanAmberRedLager,35-40,40-45,3.52
67014,44,ScottishAle,40-45,45-50,3.88
79193,11,IrishDryStout,40-45,45-50,3.13
1130,2,EnglishPaleAle,40-45,45-50,3.25
77197,2,ScotchAleWeeHeavy,40-45,45-50,4.13
90010,3,AmericanIPA,40-45,45-50,2.75
14060,2,GermanPilsener,35-40,40-45,3.73
23201,19,AmericanIPA,40-45,45-50,3.43
110305,12,FruitVegetableBeer,35-40,40-45,3.89
74695,0,AmericanIPA,40-45,45-50,0
150429,"2,729",AmericanDoubleImperialIPA,45-50,50-55,4.16
156298,23,AmericanIPA,40-45,45-50,3.69
29554,1,AmericanDoubleImperialStout,45-50,50-55,4.3
142140,9,AmericanPaleAle(APA),35-40,40-45,3.82
31522,2,AmericanPorter,40-45,45-50,3.78
154826,0,Tripel,45-50,45-50,0
89389,1,AmericanStout,40-45,45-50,3.62
73374,7,AmericanIPA,40-45,45-50,3.01
138157,0,AmericanWildAle,40-45,45-50,0
25585,0,EnglishBitter,,45-50,0
55505,4,AmericanIPA,40-45,45-50,4.09
152757,5,AmericanDoubleImperialIPA,45-50,50-55,3.98
53237,4,Eisbock,40-45,50-55,4.16
129003,0,Bock,40-45,45-50,0
13221,11,AmericanPorter,40-45,45-50,4.24
25312,82,AmericanDoubleImperialIPA,45-50,50-55,3.85
140174,1,MaibockHellesBock,40-45,45-50,3.46
84982,1,Gose,40-45,45-50,3.79
69951,5,PumpkinAle,40-45,45-50,3.58
71171,1,AmericanDoubleImperialIPA,45-50,50-55,4.25
164329,5,AmericanWildAle,40-45,45-50,3.67
62049,9,Gose,40-45,45-50,3.98
12005,1,Hefeweizen,40-45,45-50,3.99
20399,37,Witbier,40-45,45-50,3.28
5262,4,AmericanPaleAle(APA),35-40,40-45,3.54
128193,1,SaisonFarmhouseAle,45-50,45-50,4
138154,17,AmericanStout,40-45,45-50,4.07
93740,2,AmericanPorter,40-45,45-50,3.55
75745,56,AmericanPorter,40-45,45-50,4.24
117980,7,AmericanDoubleImperialIPA,45-50,50-55,4.12
36220,2,AmericanPaleAle(APA),35-40,40-45,3.39
88001,3,AmericanIPA,40-45,45-50,4.05
126311,0,AmericanWildAle,40-45,45-50,0
130369,32,AmericanDoubleImperialIPA,45-50,50-55,4.31
50312,0,AmericanPorter,40-45,45-50,0
112160,1,AmericanPaleAle(APA),35-40,40-45,4
18884,2,Hefeweizen,40-45,45-50,2.31
132261,49,AmericanIPA,40-45,45-50,4
27923,3,Doppelbock,40-45,45-50,2.51
143274,1,AmericanWildAle,40-45,45-50,3.5
131938,129,Altbier,40-45,45-50,3.52
157218,2,GermanPilsener,35-40,40-45,3.79
38195,2,AmericanDoubleImperialIPA,45-50,50-55,3.99
33315,2,Roggenbier,40-45,45-50,3.62
56312,29,AmericanDoubleImperialStout,45-50,50-55,3.67
70286,1,Klsch,35-40,40-45,3.61
134893,9,AmericanIPA,40-45,45-50,4.02
76277,1,SaisonFarmhouseAle,45-50,45-50,3.98
99544,0,EuroStrongLager,35-40,40-45,0
136745,2,RyeBeer,40-45,45-50,3.69
151987,0,LowAlcoholBeer,35-40,40-45,0
131020,7,Hefeweizen,40-45,45-50,3.68
6603,145,AmericanAmberRedAle,40-45,45-50,3.24
40604,0,AmericanDoubleImperialIPA,45-50,50-55,0
34625,4,CzechPilsener,35-40,40-45,3.54
38969,0,Kristalweizen,40-45,45-50,0
133977,0,HerbedSpicedBeer,,45-50,0
125763,1,AmericanBarleywine,45-50,50-55,3.5
151240,5,BelgianStrongDarkAle,45-50,45-50,3.66
79060,2,EnglishBrownAle,40-45,45-50,3
162735,26,AmericanPaleAle(APA),35-40,40-45,3.73
31336,5,AmericanPaleLager,35-40,40-45,2.74
100363,3,AmericanBrownAle,40-45,45-50,3.24
131296,1,ScotchAleWeeHeavy,40-45,45-50,3.6
80139,0,Hefeweizen,40-45,45-50,0
151230,"2,019",AmericanDoubleImperialIPA,45-50,50-55,4.32
118605,2,AmericanPaleAle(APA),35-40,40-45,2.95
4162,0,AmericanBrownAle,40-45,45-50,0
134191,1,AmericanIPA,40-45,45-50,3.83
104648,1,AmericanIPA,40-45,45-50,4.02
66899,0,Hefeweizen,40-45,45-50,0
99449,0,AmericanPaleAle(APA),35-40,40-45,0
77237,7,AmericanPaleAle(APA),35-40,40-45,3.64
89474,2,AmericanIPA,40-45,45-50,4.02
18485,0,Doppelbock,40-45,45-50,0
30815,0,AmericanPaleLager,35-40,40-45,0
152511,0,AmericanIPA,40-45,45-50,0
80947,2,SaisonFarmhouseAle,45-50,45-50,3.87
122811,3,AmericanIPA,40-45,45-50,3.84
68372,4,AmericanIPA,40-45,45-50,3.81
10296,1,BelgianPaleAle,40-45,45-50,3.5
105574,30,ScotchAleWeeHeavy,40-45,45-50,4.02
40619,189,IrishRedAle,35-40,40-45,3.59
103831,2,AmericanIPA,40-45,45-50,4.38
43177,5,EnglishBitter,,45-50,3.5
157128,1,AmericanBrownAle,40-45,45-50,2.5
117349,23,AmericanAdjunctLager,35-40,35-40,3.58
151250,14,AmericanPaleLager,35-40,40-45,3.51
114123,61,Witbier,40-45,45-50,3.47
142174,1,Altbier,40-45,45-50,4
100375,3,FlandersOudBruin,45-50,45-50,3.9
147302,3,Kvass,,,1.92
57896,2,EnglishBrownAle,40-45,45-50,3.67
104990,0,AmericanPaleAle(APA),35-40,40-45,0
58277,16,AmericanBlondeAle,35-40,40-45,3.98
83406,0,MrzenOktoberfest,40-45,45-50,0
84283,1,AmericanPaleLager,35-40,40-45,3.52
28155,15,AmericanAdjunctLager,35-40,35-40,2.98
74918,5,AmericanBrownAle,40-45,45-50,3.83
114258,183,AmericanPaleAle(APA),35-40,40-45,3.7
47653,1,IrishDryStout,40-45,45-50,3.53
128609,1,SaisonFarmhouseAle,45-50,45-50,3.97
25248,1,EnglishPorter,,50-55,3.61
97019,1,FruitVegetableBeer,35-40,40-45,3.25
164195,123,EnglishPaleAle,40-45,45-50,3.64
142309,2,AmericanWildAle,40-45,45-50,4
23174,6,FlandersOudBruin,45-50,45-50,3.35
88668,0,AmericanDoubleImperialIPA,45-50,50-55,0
133066,2,IrishRedAle,35-40,40-45,3.48
68056,1,Gose,40-45,45-50,3.75
13732,88,AmericanIPA,40-45,45-50,3.96
3786,5,BiredeGarde,45-50,45-50,3.76
92472,1,AmericanIPA,40-45,45-50,4.05
23194,5,ScotchAleWeeHeavy,40-45,45-50,4.05
138596,1,AmericanWildAle,40-45,45-50,3.42
64902,9,KellerbierZwickelbier,35-40,40-45,3.73
56991,1,AmericanIPA,40-45,45-50,3.59
34080,1,AmericanIPA,40-45,45-50,3.79
56750,1,AmericanDoubleImperialIPA,45-50,50-55,4.5
73979,2,AmericanDoubleImperialIPA,45-50,50-55,4.01
105562,5,SaisonFarmhouseAle,45-50,45-50,3.4
101162,1,AmericanPaleAle(APA),35-40,40-45,3.96
69595,3,AmericanDoubleImperialIPA,45-50,50-55,4.14
52019,1,EuroStrongLager,35-40,40-45,2.97
150807,1,RyeBeer,40-45,45-50,3.25
59697,0,Gose,40-45,45-50,0
95202,0,IrishDryStout,40-45,45-50,0
97583,2,AmericanIPA,40-45,45-50,3.95
71321,1,AmericanDoubleImperialIPA,45-50,50-55,3.94
29382,3,BerlinerWeissbier,40-45,45-50,4.45
6473,35,AmericanDoubleImperialIPA,45-50,50-55,4.03
20148,3,AmericanBlackAle,35-40,40-45,3.78
42256,1,BiredeGarde,45-50,45-50,3.75
50246,0,EnglishBitter,,45-50,0
45751,35,AmericanBrownAle,40-45,45-50,3.83
57339,1,SaisonFarmhouseAle,45-50,45-50,4
11696,3,AmericanIPA,40-45,45-50,4.17
31027,1,IrishRedAle,35-40,40-45,3.75
1198,2,EuroDarkLager,,45-50,4.05
156544,1,AmericanStout,40-45,45-50,3.62
80729,6,Hefeweizen,40-45,45-50,4.03
128704,5,SaisonFarmhouseAle,45-50,45-50,3.85
578,25,AmericanDoubleImperialIPA,45-50,50-55,4.3
37774,4,AmericanDoubleImperialIPA,45-50,50-55,3.8
80967,0,Schwarzbier,40-45,45-50,0
14659,4,SaisonFarmhouseAle,45-50,45-50,4.43
36397,2,AmericanIPA,40-45,45-50,3.07
101450,18,AmericanAmberRedAle,40-45,45-50,3.71
68802,2,ScotchAleWeeHeavy,40-45,45-50,4.12
77853,18,AmericanStout,40-45,45-50,3.92
29124,2,EnglishPaleAle,40-45,45-50,2.85
9455,1,EuroPaleLager,35-40,40-45,3.75
112554,2,AmericanPorter,40-45,45-50,3.65
144258,1,FlandersOudBruin,45-50,45-50,4
149902,56,AmericanStout,40-45,45-50,3.93
6084,3,Altbier,40-45,45-50,3.14
8312,1,FruitVegetableBeer,35-40,40-45,3
60132,2,AmericanBlackAle,35-40,40-45,3.25
20370,12,Witbier,40-45,45-50,3.44
7565,1,BelgianPaleAle,40-45,45-50,3.2
3320,580,AmericanDoubleImperialStout,45-50,50-55,4.42
21542,3,Hefeweizen,40-45,45-50,4.05
117818,4,BelgianStrongPaleAle,40-45,50-55,4.4
113865,1,BelgianPaleAle,40-45,45-50,3.75
121641,6,IrishRedAle,35-40,40-45,3.5
26396,1,AmericanBrownAle,40-45,45-50,4.16
15657,4,Tripel,45-50,45-50,3.54
47750,1,Dunkelweizen,40-45,45-50,3.94
91903,1,EnglishBrownAle,40-45,45-50,3.5
161273,1,RyeBeer,40-45,45-50,3.56
79888,3,AmericanIPA,40-45,45-50,3.17
118348,0,AmericanAmberRedAle,40-45,45-50,0
30031,2,AmericanPaleAle(APA),35-40,40-45,3.65
82056,4,SaisonFarmhouseAle,45-50,45-50,3.41
163792,4,AmericanWildAle,40-45,45-50,3.31
88127,16,AmericanWildAle,40-45,45-50,4.04
86902,0,AmericanPorter,40-45,45-50,0
22611,2,AmericanPorter,40-45,45-50,3.36
141898,41,AmericanPorter,40-45,45-50,3.65
142784,0,AmericanWildAle,40-45,45-50,0
63565,19,EnglishIndiaPaleAle(IPA),35-40,40-45,3.71
140240,2,AmericanPaleAle(APA),35-40,40-45,3.38
106252,3,Schwarzbier,40-45,45-50,3.75
81663,1,EuroPaleLager,35-40,40-45,2.95
135149,0,AmericanIPA,40-45,45-50,0
140912,18,Bock,40-45,45-50,3.65
9275,19,JapaneseRiceLager,35-40,40-45,2.95
137743,1,Schwarzbier,40-45,45-50,4.02
162398,7,AmericanPaleAle(APA),35-40,40-45,3.5
157589,4,AmericanPaleAle(APA),35-40,40-45,3.9
93296,2,SaisonFarmhouseAle,45-50,45-50,3.66
105366,184,AmericanIPA,40-45,45-50,3.57
105847,13,AmericanPorter,40-45,45-50,3.71
141272,13,EnglishBrownAle,40-45,45-50,3.62
121016,22,FruitVegetableBeer,35-40,40-45,3.4
142905,1,AmericanPorter,40-45,45-50,4.5
65794,10,Hefeweizen,40-45,45-50,2.71
153860,0,EnglishBrownAle,40-45,45-50,0
15941,6,GermanPilsener,35-40,40-45,3.51
4276,4,EnglishPaleAle,40-45,45-50,3.44
1912,8,AmericanPaleAle(APA),35-40,40-45,4.15
133175,9,AmericanDoubleImperialIPA,45-50,50-55,4.11
4457,51,AmericanIPA,40-45,45-50,3.9
39597,3,Quadrupel(Quad),45-50,50-55,4.12
133820,64,FruitVegetableBeer,35-40,40-45,3.56
143230,5,Gose,40-45,45-50,4.15
72049,4,AmericanIPA,40-45,45-50,3.78
10428,1,AmericanIPA,40-45,45-50,3.58
75192,1,AmericanIPA,40-45,45-50,3.05
118937,1,HerbedSpicedBeer,,45-50,4.58
11750,2,BelgianStrongDarkAle,45-50,45-50,4.25
153944,1,AmericanIPA,40-45,45-50,2.7
134666,4,MunichHellesLager,35-40,40-45,3.79
43441,2,Dubbel,45-50,45-50,4.17
35785,1,AmericanPorter,40-45,45-50,3.45
124206,1,AmericanStout,40-45,45-50,3.91
127167,38,SaisonFarmhouseAle,45-50,45-50,3.52
57030,10,AmericanPaleAle(APA),35-40,40-45,4.2
42491,3,AmericanIPA,40-45,45-50,4.2
15663,1,Tripel,45-50,45-50,4
2946,0,ScottishAle,40-45,45-50,0
6634,1,AmericanAmberRedAle,40-45,45-50,3.26
119983,10,EnglishBitter,,45-50,3.16
56795,5,AmericanIPA,40-45,45-50,4.28
20834,1,AmericanBlondeAle,35-40,40-45,3.6
116982,26,AmericanPaleAle(APA),35-40,40-45,3.58
163412,0,AmericanIPA,40-45,45-50,0
163375,0,AmericanPaleAle(APA),35-40,40-45,0
90383,18,AmericanIPA,40-45,45-50,3.74
132486,24,AmericanIPA,40-45,45-50,3.83
159058,6,Hefeweizen,40-45,45-50,3.96
93476,0,FruitVegetableBeer,35-40,40-45,0
122750,9,AmericanAmberRedAle,40-45,45-50,3.38
32995,1,AmericanPorter,40-45,45-50,3.93
145069,8,BerlinerWeissbier,40-45,45-50,3.91
164720,2,BalticPorter,45-50,50-55,3.82
122066,4,MrzenOktoberfest,40-45,45-50,3.7
157744,0,Doppelbock,40-45,45-50,0
3199,0,AmericanIPA,40-45,45-50,0
67116,2,Hefeweizen,40-45,45-50,3.56
153208,157,AmericanIPA,40-45,45-50,4.04
121872,31,AmericanAmberRedAle,40-45,45-50,3.99
19332,5,BelgianDarkAle,45-50,45-50,4.05
136426,2,AmericanIPA,40-45,45-50,3.84
65347,95,BerlinerWeissbier,40-45,45-50,3.91
98155,51,AmericanAdjunctLager,35-40,35-40,2.75
97350,10,AmericanDoubleImperialIPA,45-50,50-55,4.3
153859,1,RyeBeer,40-45,45-50,3.69
65064,0,AmericanIPA,40-45,45-50,0
79522,1,Gose,40-45,45-50,4
54080,1,AmericanIPA,40-45,45-50,4.4
19943,2,Schwarzbier,40-45,45-50,3.74
87930,0,HerbedSpicedBeer,,45-50,0
47271,9,Dubbel,45-50,45-50,4.07
122637,346,AmericanDoubleImperialStout,45-50,50-55,3.86
110309,5,CzechPilsener,35-40,40-45,2.23
68425,2,SaisonFarmhouseAle,45-50,45-50,3.91
96730,0,AmericanPorter,40-45,45-50,0
19522,31,EnglishPorter,,50-55,3.6
143251,1,Gose,40-45,45-50,4.16
32888,36,HerbedSpicedBeer,,45-50,3.69
94002,107,MunichHellesLager,35-40,40-45,4.14
36843,24,AmericanDoubleImperialPilsner,40-45,45-50,3.72
71404,68,AmericanPaleAle(APA),35-40,40-45,3.69
129438,6,BerlinerWeissbier,40-45,45-50,4.35
53377,17,AmericanIPA,40-45,45-50,4.18
22166,40,AmericanWildAle,40-45,45-50,4.03
52462,3,Tripel,45-50,45-50,3.7
73400,0,AmericanIPA,40-45,45-50,0
155328,0,AmericanIPA,40-45,45-50,0
6539,32,AmericanIPA,40-45,45-50,3.96
92428,29,AmericanBlackAle,35-40,40-45,3.88
92028,20,EnglishPaleAle,40-45,45-50,3.59
82410,61,Witbier,40-45,45-50,2.92
114528,1,Hefeweizen,40-45,45-50,2.81
35464,2,AmericanDoubleImperialStout,45-50,50-55,4.39
60670,2,AmericanIPA,40-45,45-50,3.9
57878,6,AmericanDoubleImperialIPA,45-50,50-55,3.31
150760,0,BelgianIPA,35-40,40-45,0
115207,1,HerbedSpicedBeer,,45-50,3.01
108391,1,AmericanIPA,40-45,45-50,3.64
153094,0,AmericanPaleAle(APA),35-40,40-45,0
105838,25,AmericanStout,40-45,45-50,3.68
126963,1,EnglishPaleMildAle,40-45,45-50,4.06
83060,1,AmericanPorter,40-45,45-50,3.67
119765,1,AmericanPorter,40-45,45-50,3.5
84703,1,EnglishPaleAle,40-45,45-50,4.01
119015,2,FruitVegetableBeer,35-40,40-45,3.66
82259,4,EnglishIndiaPaleAle(IPA),35-40,40-45,4.08
158725,205,AmericanIPA,40-45,45-50,3.81
13956,1,EnglishDarkMildAle,40-45,45-50,4.35
66551,2,AmericanDoubleImperialIPA,45-50,50-55,5
25439,16,AmericanBlackAle,35-40,40-45,3.87
42471,4,CreamAle,35-40,40-45,3.45
74094,1,AmericanBrownAle,40-45,45-50,3.54
65787,0,CreamAle,35-40,40-45,0
134156,5,AmericanDoubleImperialIPA,45-50,50-55,4.16
46455,1,AmericanPorter,40-45,45-50,3.77
120494,5,EnglishIndiaPaleAle(IPA),35-40,40-45,3.57
165001,7,AmericanPaleAle(APA),35-40,40-45,3.67
63609,0,AmericanIPA,40-45,45-50,0
133269,1,AmericanStout,40-45,45-50,3.68
74335,5,AmericanIPA,40-45,45-50,3.5
117170,4,AmericanIPA,40-45,45-50,3.66
70151,34,EnglishBrownAle,40-45,45-50,3.54
121603,60,AmericanWildAle,40-45,45-50,3.8
72260,2,IrishRedAle,35-40,40-45,4.12
74177,15,AmericanIPA,40-45,45-50,3.61
68989,0,SaisonFarmhouseAle,45-50,45-50,0
88695,7,AmericanPaleAle(APA),35-40,40-45,3.56
144981,1,PumpkinAle,40-45,45-50,4
125682,1,FruitVegetableBeer,35-40,40-45,2.38
131227,0,GermanPilsener,35-40,40-45,0
58333,3,Tripel,45-50,45-50,3.29
138276,1,Tripel,45-50,45-50,3.91
102945,11,AmericanIPA,40-45,45-50,4.07
45214,11,EnglishIndiaPaleAle(IPA),35-40,40-45,3.09
66201,1,Witbier,40-45,45-50,3.61
97363,14,Tripel,45-50,45-50,3.84
152807,0,AmericanPorter,40-45,45-50,0
10477,6,AmericanIPA,40-45,45-50,3.84
15986,607,AmericanDoubleImperialIPA,45-50,50-55,4.13
132254,5,AmericanBlondeAle,35-40,40-45,3.76
137553,1,EnglishBrownAle,40-45,45-50,4.15
15466,1,BelgianStrongPaleAle,40-45,50-55,3.75
80822,2,Klsch,35-40,40-45,4.04
84998,3,BelgianStrongPaleAle,40-45,50-55,3.84
66564,51,EnglishPaleAle,40-45,45-50,3.61
86507,1,AmericanBrownAle,40-45,45-50,3.75
161251,1,AmericanIPA,40-45,45-50,3.63
80539,13,MrzenOktoberfest,40-45,45-50,3.52
29062,1,EnglishBrownAle,40-45,45-50,3.88
94329,6,EnglishBitter,,45-50,3.05
102060,749,AmericanDoubleImperialIPA,45-50,50-55,3.91
49382,1,EnglishPaleMildAle,40-45,45-50,3.14
116394,22,Bock,40-45,45-50,3.58
112639,13,EuroPaleLager,35-40,40-45,3.07
4839,6,BelgianPaleAle,40-45,45-50,3.96
11460,0,SaisonFarmhouseAle,45-50,45-50,0
58968,3,AmericanWildAle,40-45,45-50,3.99
59168,0,Witbier,40-45,45-50,0
65855,8,AmericanDoubleImperialIPA,45-50,50-55,3.97
470,5,AmericanDoubleImperialIPA,45-50,50-55,3.94
54640,69,AmericanIPA,40-45,45-50,4.14
129043,7,AmericanDoubleImperialIPA,45-50,50-55,4.23
139441,3,AmericanIPA,40-45,45-50,3.64
114908,1,AmericanPaleLager,35-40,40-45,4.1
25957,16,Dubbel,45-50,45-50,3.48
81370,0,CaliforniaCommonSteamBeer,35-40,40-45,0
4743,27,AmericanWildAle,40-45,45-50,4.1
150176,12,AmericanDoubleImperialIPA,45-50,50-55,3.85
127464,1,AmericanIPA,40-45,45-50,1.71
137175,"3,377",AmericanIPA,40-45,45-50,3.57
74939,8,AmericanWildAle,40-45,45-50,3.86
9662,82,AmericanIPA,40-45,45-50,4.24
46816,3,AmericanIPA,40-45,45-50,3.77
13082,3,Wheatwine,40-45,45-50,4.08
1098,0,AmericanPorter,40-45,45-50,0
123709,4,EnglishBarleywine,45-50,50-55,3.91
162409,3,FruitVegetableBeer,35-40,40-45,3.95
